country,type,topic,sum,prop
Argentina,specific,"genetics/genomics, human & animal",10.93671286,0.006475259
Bahamas,specific,"genetics/genomics, human & animal",0.000134789,0.000134789
Belize,specific,"genetics/genomics, human & animal",0.285993011,0.003917712
Bolivia,specific,"genetics/genomics, human & animal",0.667731443,0.002817432
Brazil,specific,"genetics/genomics, human & animal",38.448991,0.00684024
Chile,specific,"genetics/genomics, human & animal",6.118335749,0.005739527
Colombia,specific,"genetics/genomics, human & animal",2.733191025,0.00742715
Costa.Rica,specific,"genetics/genomics, human & animal",0.275643393,0.001506248
Cuba,specific,"genetics/genomics, human & animal",0.019934557,0.004983639
Ecuador,specific,"genetics/genomics, human & animal",1.274824669,0.004669687
El.Salvador,specific,"genetics/genomics, human & animal",0.00804648,0.00100581
Guatemala,specific,"genetics/genomics, human & animal",0.293868416,0.019591228
Honduras,specific,"genetics/genomics, human & animal",0.003222347,0.001074116
Jamaica,specific,"genetics/genomics, human & animal",0.000234797,0.000234797
Mexico,specific,"genetics/genomics, human & animal",10.17883119,0.004456581
Nicaragua,specific,"genetics/genomics, human & animal",0.001821494,0.001821494
Panama,specific,"genetics/genomics, human & animal",0.300289175,0.002705308
Paraguay,specific,"genetics/genomics, human & animal",0.08944722,0.002710522
Peru,specific,"genetics/genomics, human & animal",1.525945308,0.004298437
Uruguay,specific,"genetics/genomics, human & animal",1.428870752,0.009720209
Venezuela,specific,"genetics/genomics, human & animal",0.71785644,0.005019975
Argentina,specific,environmental science,24.82639692,0.014698873
Bahamas,specific,environmental science,0.02560992,0.02560992
Belize,specific,environmental science,1.972744208,0.027023893
Bolivia,specific,environmental science,4.127710847,0.017416501
Brazil,specific,environmental science,82.19836112,0.014623441
Chile,specific,environmental science,17.74771724,0.01664889
Colombia,specific,environmental science,8.901111915,0.024187804
Costa.Rica,specific,environmental science,3.514345787,0.019204075
Cuba,specific,environmental science,0.025951969,0.006487992
Ecuador,specific,environmental science,9.239713835,0.033845106
El.Salvador,specific,environmental science,0.055171544,0.006896443
Guatemala,specific,environmental science,0.203930721,0.013595381
Honduras,specific,environmental science,0.12202766,0.040675887
Jamaica,specific,environmental science,0.004226344,0.004226344
Mexico,specific,environmental science,48.9137042,0.021415807
Nicaragua,specific,environmental science,0.029143898,0.029143898
Panama,specific,environmental science,1.745537405,0.015725562
Paraguay,specific,environmental science,0.58827791,0.017826603
Peru,specific,environmental science,4.763141027,0.013417299
Uruguay,specific,environmental science,3.174833833,0.021597509
Venezuela,specific,environmental science,2.449333923,0.017128209
Argentina,specific,"soil sciences, other",53.3693585,0.031598199
Bahamas,specific,"soil sciences, other",0.002291414,0.002291414
Belize,specific,"soil sciences, other",2.146853481,0.029408952
Bolivia,specific,"soil sciences, other",4.513034703,0.019042341
Brazil,specific,"soil sciences, other",165.6387179,0.029467838
Chile,specific,"soil sciences, other",30.91413604,0.029000128
Colombia,specific,"soil sciences, other",7.328763405,0.019915118
Costa.Rica,specific,"soil sciences, other",5.66918884,0.030979174
Cuba,specific,"soil sciences, other",0.022377607,0.005594402
Ecuador,specific,"soil sciences, other",10.18103382,0.037293164
El.Salvador,specific,"soil sciences, other",0.046249597,0.0057812
Guatemala,specific,"soil sciences, other",0.152558135,0.010170542
Honduras,specific,"soil sciences, other",0.023590793,0.007863598
Jamaica,specific,"soil sciences, other",0.000704391,0.000704391
Mexico,specific,"soil sciences, other",42.8938894,0.018780162
Nicaragua,specific,"soil sciences, other",0.005464481,0.005464481
Panama,specific,"soil sciences, other",3.73547331,0.033652913
Paraguay,specific,"soil sciences, other",0.187652645,0.005686444
Peru,specific,"soil sciences, other",4.095664961,0.011537084
Uruguay,specific,"soil sciences, other",1.991989022,0.013550946
Venezuela,specific,"soil sciences, other",4.144167923,0.028980195
Argentina,specific,geology,32.56328617,0.019279625
Bahamas,specific,geology,0.005526351,0.005526351
Belize,specific,geology,0.545188945,0.007468342
Bolivia,specific,geology,5.245979626,0.022134935
Brazil,specific,geology,54.31946966,0.009663667
Chile,specific,geology,18.84345412,0.017676786
Colombia,specific,geology,4.48318374,0.012182565
Costa.Rica,specific,geology,0.639463314,0.003494335
Cuba,specific,geology,0.00983584,0.00245896
Ecuador,specific,geology,2.271750534,0.008321431
El.Salvador,specific,geology,0.028485099,0.003560637
Guatemala,specific,geology,0.134894061,0.008992937
Honduras,specific,geology,0.003854442,0.001284814
Jamaica,specific,geology,0.004461141,0.004461141
Mexico,specific,geology,37.56386122,0.016446524
Nicaragua,specific,geology,0.001821494,0.001821494
Panama,specific,geology,0.693293189,0.006245885
Paraguay,specific,geology,0.619968944,0.018786938
Peru,specific,geology,4.541421055,0.012792735
Uruguay,specific,geology,2.736897171,0.018618348
Venezuela,specific,geology,3.119394022,0.021813944
Argentina,specific,petroleum engineering,6.035562698,0.003573453
Bahamas,specific,petroleum engineering,0.001078312,0.001078312
Belize,specific,petroleum engineering,0.191313724,0.002620736
Bolivia,specific,petroleum engineering,0.447716496,0.001889099
Brazil,specific,petroleum engineering,38.91365464,0.006922906
Chile,specific,petroleum engineering,4.802239912,0.004504915
Colombia,specific,petroleum engineering,2.102033984,0.005712049
Costa.Rica,specific,petroleum engineering,0.569565872,0.003112382
Cuba,specific,petroleum engineering,0.008999414,0.002249853
Ecuador,specific,petroleum engineering,0.719282503,0.002634734
El.Salvador,specific,petroleum engineering,0.037318211,0.004664776
Guatemala,specific,petroleum engineering,0.022874482,0.001524965
Honduras,specific,petroleum engineering,0.004334083,0.001444694
Jamaica,specific,petroleum engineering,0.030993191,0.030993191
Mexico,specific,petroleum engineering,16.92361734,0.00740964
Nicaragua,specific,petroleum engineering,0.003642987,0.003642987
Panama,specific,petroleum engineering,0.285257847,0.002569891
Paraguay,specific,petroleum engineering,0.066723534,0.002021925
Peru,specific,petroleum engineering,1.923975656,0.00541965
Uruguay,specific,petroleum engineering,1.769431588,0.01203695
Venezuela,specific,petroleum engineering,1.840269781,0.012869019
Argentina,specific,political science & governance,11.70641729,0.006930975
Bahamas,specific,political science & governance,0.001752258,0.001752258
Belize,specific,political science & governance,1.251873056,0.017148946
Bolivia,specific,political science & governance,19.22437834,0.08111552
Brazil,specific,political science & governance,52.62135236,0.009361564
Chile,specific,political science & governance,18.37787155,0.01724003
Colombia,specific,political science & governance,11.13364875,0.03025448
Costa.Rica,specific,political science & governance,4.204080754,0.022973119
Cuba,specific,political science & governance,0.005014905,0.001253726
Ecuador,specific,political science & governance,15.27687315,0.055959242
El.Salvador,specific,political science & governance,0.010938886,0.001367361
Guatemala,specific,political science & governance,0.07570845,0.00504723
Honduras,specific,political science & governance,0.218969863,0.072989954
Jamaica,specific,political science & governance,0.064099554,0.064099554
Mexico,specific,political science & governance,43.95696848,0.019245608
Nicaragua,specific,political science & governance,0.005464481,0.005464481
Panama,specific,political science & governance,0.382396628,0.003445015
Paraguay,specific,political science & governance,2.73949105,0.08301488
Peru,specific,political science & governance,18.27247869,0.051471771
Uruguay,specific,political science & governance,0.862552128,0.005867702
Venezuela,specific,political science & governance,1.391158595,0.009728382
Argentina,specific,geomorphology & glacial geology,26.14175616,0.015477653
Bahamas,specific,geomorphology & glacial geology,0.012535382,0.012535382
Belize,specific,geomorphology & glacial geology,1.214149535,0.016632185
Bolivia,specific,geomorphology & glacial geology,3.175998185,0.013400836
Brazil,specific,geomorphology & glacial geology,95.71468922,0.017028054
Chile,specific,geomorphology & glacial geology,12.7368813,0.011948294
Colombia,specific,geomorphology & glacial geology,4.709043447,0.012796314
Costa.Rica,specific,geomorphology & glacial geology,1.644230428,0.008984866
Cuba,specific,geomorphology & glacial geology,0.082467569,0.020616892
Ecuador,specific,geomorphology & glacial geology,2.032037561,0.007443361
El.Salvador,specific,geomorphology & glacial geology,0.027778708,0.003472338
Guatemala,specific,geomorphology & glacial geology,0.129318844,0.008621256
Honduras,specific,geomorphology & glacial geology,0.016445695,0.005481898
Jamaica,specific,geomorphology & glacial geology,0.000704391,0.000704391
Mexico,specific,geomorphology & glacial geology,28.52317089,0.012488253
Nicaragua,specific,geomorphology & glacial geology,0.063752277,0.063752277
Panama,specific,geomorphology & glacial geology,0.656417245,0.005913669
Paraguay,specific,geomorphology & glacial geology,0.528223497,0.016006773
Peru,specific,geomorphology & glacial geology,4.400511549,0.012395807
Uruguay,specific,geomorphology & glacial geology,2.02874,0.013800952
Venezuela,specific,geomorphology & glacial geology,3.508137872,0.024532433
Argentina,specific,microbiology,63.53169907,0.037614979
Bahamas,specific,microbiology,0.491710473,0.491710473
Belize,specific,microbiology,2.273164466,0.031139239
Bolivia,specific,microbiology,2.551940572,0.010767682
Brazil,specific,microbiology,138.981275,0.024725365
Chile,specific,microbiology,24.05308733,0.022563872
Colombia,specific,microbiology,6.654211653,0.018082097
Costa.Rica,specific,microbiology,2.219298916,0.012127316
Cuba,specific,microbiology,0.291738545,0.072934636
Ecuador,specific,microbiology,2.236444848,0.008192106
El.Salvador,specific,microbiology,0.014229142,0.001778643
Guatemala,specific,microbiology,0.076666942,0.005111129
Honduras,specific,microbiology,0.00287188,0.000957293
Jamaica,specific,microbiology,0.00375675,0.00375675
Mexico,specific,microbiology,54.42087591,0.023827003
Nicaragua,specific,microbiology,0.014571949,0.014571949
Panama,specific,microbiology,1.631341018,0.014696766
Paraguay,specific,microbiology,0.269613506,0.008170106
Peru,specific,microbiology,4.422665991,0.012458214
Uruguay,specific,microbiology,7.74899353,0.052714242
Venezuela,specific,microbiology,3.154650162,0.022060491
Argentina,specific,analytical chemistry,22.54461643,0.013347908
Bahamas,specific,analytical chemistry,0.000673945,0.000673945
Belize,specific,analytical chemistry,1.516277548,0.020770925
Bolivia,specific,analytical chemistry,2.566039933,0.010827173
Brazil,specific,analytical chemistry,54.35552443,0.009670081
Chile,specific,analytical chemistry,17.20901872,0.016143545
Colombia,specific,analytical chemistry,2.759350006,0.007498234
Costa.Rica,specific,analytical chemistry,5.443744959,0.02974724
Cuba,specific,analytical chemistry,0.021903695,0.005475924
Ecuador,specific,analytical chemistry,3.399338183,0.012451788
El.Salvador,specific,analytical chemistry,0.339823453,0.042477932
Guatemala,specific,analytical chemistry,0.676809949,0.045120663
Honduras,specific,analytical chemistry,0.064956445,0.021652148
Jamaica,specific,analytical chemistry,0.000704391,0.000704391
Mexico,specific,analytical chemistry,37.10254892,0.016244549
Nicaragua,specific,analytical chemistry,0.001821494,0.001821494
Panama,specific,analytical chemistry,3.602374815,0.032453827
Paraguay,specific,analytical chemistry,0.572094326,0.017336192
Peru,specific,analytical chemistry,7.189119763,0.020251042
Uruguay,specific,analytical chemistry,1.878420977,0.012778374
Venezuela,specific,analytical chemistry,1.393400646,0.00974406
Argentina,specific,industrial & manufacturing engineering,6.264443161,0.003708966
Bahamas,specific,industrial & manufacturing engineering,0.000404367,0.000404367
Belize,specific,industrial & manufacturing engineering,0.242487307,0.003321744
Bolivia,specific,industrial & manufacturing engineering,1.466271846,0.006186801
Brazil,specific,industrial & manufacturing engineering,52.74949846,0.009384362
Chile,specific,industrial & manufacturing engineering,7.784381675,0.007302422
Colombia,specific,industrial & manufacturing engineering,4.63324161,0.01259033
Costa.Rica,specific,industrial & manufacturing engineering,1.082154773,0.005913414
Cuba,specific,industrial & manufacturing engineering,0.037487623,0.009371906
Ecuador,specific,industrial & manufacturing engineering,1.679854286,0.006153312
El.Salvador,specific,industrial & manufacturing engineering,0.013259453,0.001657432
Guatemala,specific,industrial & manufacturing engineering,0.054691982,0.003646132
Honduras,specific,industrial & manufacturing engineering,0.002383351,0.00079445
Jamaica,specific,industrial & manufacturing engineering,0.152852782,0.152852782
Mexico,specific,industrial & manufacturing engineering,17.92392596,0.007847603
Nicaragua,specific,industrial & manufacturing engineering,0.009107468,0.009107468
Panama,specific,industrial & manufacturing engineering,0.285639947,0.002573333
Paraguay,specific,industrial & manufacturing engineering,0.772542297,0.023410373
Peru,specific,industrial & manufacturing engineering,4.792414434,0.013499759
Uruguay,specific,industrial & manufacturing engineering,1.466825767,0.009978407
Venezuela,specific,industrial & manufacturing engineering,0.649505521,0.004541997
Argentina,specific,marine biology & biological oceanography,2.141791544,0.001268083
Bahamas,specific,marine biology & biological oceanography,0.000134789,0.000134789
Belize,specific,marine biology & biological oceanography,4.561075988,0.062480493
Bolivia,specific,marine biology & biological oceanography,0.169439668,0.000714935
Brazil,specific,marine biology & biological oceanography,15.27699835,0.002717844
Chile,specific,marine biology & biological oceanography,1.786558637,0.001675946
Colombia,specific,marine biology & biological oceanography,1.420663009,0.003860497
Costa.Rica,specific,marine biology & biological oceanography,0.340174335,0.001858876
Cuba,specific,marine biology & biological oceanography,0.004039558,0.001009889
Ecuador,specific,marine biology & biological oceanography,0.253207296,0.000927499
El.Salvador,specific,marine biology & biological oceanography,0.006801415,0.000850177
Guatemala,specific,marine biology & biological oceanography,0.314472433,0.020964829
Honduras,specific,marine biology & biological oceanography,0.376521684,0.125507228
Jamaica,specific,marine biology & biological oceanography,0.001173985,0.001173985
Mexico,specific,marine biology & biological oceanography,9.09908925,0.003983839
Nicaragua,specific,marine biology & biological oceanography,0.001821494,0.001821494
Panama,specific,marine biology & biological oceanography,0.755659516,0.006807743
Paraguay,specific,marine biology & biological oceanography,0.04745406,0.001438002
Peru,specific,marine biology & biological oceanography,0.379298728,0.001068447
Uruguay,specific,marine biology & biological oceanography,0.156213742,0.001062679
Venezuela,specific,marine biology & biological oceanography,1.012831961,0.007082741
Argentina,specific,geography,28.42852101,0.01683157
Bahamas,specific,geography,0.000134789,0.000134789
Belize,specific,geography,1.258502687,0.017239763
Bolivia,specific,geography,2.552314817,0.010769261
Brazil,specific,geography,88.67006536,0.015774785
Chile,specific,geography,13.81653283,0.0129611
Colombia,specific,geography,5.678981898,0.015432016
Costa.Rica,specific,geography,3.284390284,0.017947488
Cuba,specific,geography,0.005097479,0.00127437
Ecuador,specific,geography,8.98713197,0.032919897
El.Salvador,specific,geography,0.201170302,0.025146288
Guatemala,specific,geography,0.360014684,0.024000979
Honduras,specific,geography,0.011450041,0.00381668
Jamaica,specific,geography,0.001173985,0.001173985
Mexico,specific,geography,25.0964106,0.010987921
Nicaragua,specific,geography,0.001821494,0.001821494
Panama,specific,geography,2.437091952,0.021955783
Paraguay,specific,geography,0.198810505,0.006024561
Peru,specific,geography,4.101068512,0.011552306
Uruguay,specific,geography,2.557346707,0.017396916
Venezuela,specific,geography,2.06034754,0.014408025
Argentina,specific,agricultural economics,10.17388415,0.006023614
Bahamas,specific,agricultural economics,0.001213101,0.001213101
Belize,specific,agricultural economics,0.353501356,0.004842484
Bolivia,specific,agricultural economics,3.227645901,0.013618759
Brazil,specific,agricultural economics,41.80729629,0.007437697
Chile,specific,agricultural economics,24.48779574,0.022971666
Colombia,specific,agricultural economics,9.034285751,0.02454969
Costa.Rica,specific,agricultural economics,2.404845113,0.01314123
Cuba,specific,agricultural economics,0.012756197,0.003189049
Ecuador,specific,agricultural economics,8.018328796,0.029371168
El.Salvador,specific,agricultural economics,0.022150759,0.002768845
Guatemala,specific,agricultural economics,0.025116138,0.001674409
Honduras,specific,agricultural economics,0.077949134,0.025983045
Jamaica,specific,agricultural economics,0.036863113,0.036863113
Mexico,specific,agricultural economics,44.7882016,0.019609545
Nicaragua,specific,agricultural economics,0.001821494,0.001821494
Panama,specific,agricultural economics,1.264134534,0.011388599
Paraguay,specific,agricultural economics,0.453507921,0.013742664
Peru,specific,agricultural economics,6.762647466,0.019049711
Uruguay,specific,agricultural economics,0.71501144,0.004864023
Venezuela,specific,agricultural economics,0.775397271,0.005422359
Argentina,specific,food science,10.82854219,0.006411215
Bahamas,specific,food science,0.000673945,0.000673945
Belize,specific,food science,0.447258138,0.006126824
Bolivia,specific,food science,0.784566377,0.003310407
Brazil,specific,food science,40.26725178,0.007163717
Chile,specific,food science,5.917163059,0.00555081
Colombia,specific,food science,2.48647843,0.006756735
Costa.Rica,specific,food science,0.286720671,0.00156678
Cuba,specific,food science,0.003984509,0.000996127
Ecuador,specific,food science,1.101463248,0.004034664
El.Salvador,specific,food science,0.003510309,0.000438789
Guatemala,specific,food science,0.014776161,0.000985077
Honduras,specific,food science,0.001569558,0.000523186
Jamaica,specific,food science,0.001173985,0.001173985
Mexico,specific,food science,10.69554709,0.004682814
Nicaragua,specific,food science,0.191256831,0.191256831
Panama,specific,food science,0.136090441,0.00122604
Paraguay,specific,food science,0.020678294,0.000626615
Peru,specific,food science,1.096661011,0.003089186
Uruguay,specific,food science,0.782344047,0.005322068
Venezuela,specific,food science,0.722662542,0.005053584
Argentina,specific,wildlife biology,14.7495349,0.008732703
Bahamas,specific,wildlife biology,0.001752258,0.001752258
Belize,specific,wildlife biology,1.198127174,0.016412701
Bolivia,specific,wildlife biology,0.410324339,0.001731326
Brazil,specific,wildlife biology,36.60796953,0.006512715
Chile,specific,wildlife biology,4.509157908,0.004229979
Colombia,specific,wildlife biology,2.386856196,0.006486022
Costa.Rica,specific,wildlife biology,0.746751535,0.004080609
Cuba,specific,wildlife biology,0.00280828,0.00070207
Ecuador,specific,wildlife biology,1.601586238,0.005866616
El.Salvador,specific,wildlife biology,0.003023809,0.000377976
Guatemala,specific,wildlife biology,0.363161951,0.024210797
Honduras,specific,wildlife biology,0.006898052,0.002299351
Jamaica,specific,wildlife biology,0.00305236,0.00305236
Mexico,specific,wildlife biology,16.66168706,0.007294959
Nicaragua,specific,wildlife biology,0.009107468,0.009107468
Panama,specific,wildlife biology,0.791276851,0.00712862
Paraguay,specific,wildlife biology,0.050070907,0.0015173
Peru,specific,wildlife biology,2.079708961,0.005858335
Uruguay,specific,wildlife biology,3.701253456,0.025178595
Venezuela,specific,wildlife biology,1.191630437,0.00833308
Argentina,specific,forest science & biology,17.14710767,0.010152225
Bahamas,specific,forest science & biology,0.000134789,0.000134789
Belize,specific,forest science & biology,1.254138806,0.017179984
Bolivia,specific,forest science & biology,3.878242037,0.01636389
Brazil,specific,forest science & biology,65.51866232,0.011656051
Chile,specific,forest science & biology,16.06770299,0.015072892
Colombia,specific,forest science & biology,3.550878029,0.009649125
Costa.Rica,specific,forest science & biology,4.815936356,0.026316592
Cuba,specific,forest science & biology,0.011050735,0.002762684
Ecuador,specific,forest science & biology,5.799618182,0.021244023
El.Salvador,specific,forest science & biology,0.033156013,0.004144502
Guatemala,specific,forest science & biology,0.474559261,0.031637284
Honduras,specific,forest science & biology,0.109973613,0.036657871
Jamaica,specific,forest science & biology,0.000234797,0.000234797
Mexico,specific,forest science & biology,21.45911772,0.009395411
Nicaragua,specific,forest science & biology,0.012750455,0.012750455
Panama,specific,forest science & biology,10.04101876,0.090459629
Paraguay,specific,forest science & biology,0.083684364,0.00253589
Peru,specific,forest science & biology,3.725408888,0.01049411
Uruguay,specific,forest science & biology,1.695327003,0.011532837
Venezuela,specific,forest science & biology,2.422703974,0.016941986
Argentina,specific,geological & earth sciences,21.85444423,0.01293928
Bahamas,specific,geological & earth sciences,0.003908883,0.003908883
Belize,specific,geological & earth sciences,0.89035921,0.012196702
Bolivia,specific,geological & earth sciences,4.27006184,0.018017139
Brazil,specific,geological & earth sciences,68.7287332,0.012227136
Chile,specific,geological & earth sciences,20.31442996,0.019056689
Colombia,specific,geological & earth sciences,5.028431015,0.013664215
Costa.Rica,specific,geological & earth sciences,2.029778558,0.011091686
Cuba,specific,geological & earth sciences,0.005461973,0.001365493
Ecuador,specific,geological & earth sciences,5.03988627,0.018461122
El.Salvador,specific,geological & earth sciences,0.041753013,0.005219127
Guatemala,specific,geological & earth sciences,0.164055236,0.010937016
Honduras,specific,geological & earth sciences,0.003242242,0.001080747
Jamaica,specific,geological & earth sciences,0.016200986,0.016200986
Mexico,specific,geological & earth sciences,32.53501604,0.014244753
Nicaragua,specific,geological & earth sciences,0.001821494,0.001821494
Panama,specific,geological & earth sciences,1.218384955,0.010976441
Paraguay,specific,geological & earth sciences,0.305709754,0.009263932
Peru,specific,geological & earth sciences,9.696866906,0.027315118
Uruguay,specific,geological & earth sciences,1.882589683,0.012806733
Venezuela,specific,geological & earth sciences,0.528779447,0.003697758
Argentina,specific,atmospheric chemistry & climatology,35.58072416,0.021066148
Bahamas,specific,atmospheric chemistry & climatology,0.001078312,0.001078312
Belize,specific,atmospheric chemistry & climatology,2.989129188,0.040946975
Bolivia,specific,atmospheric chemistry & climatology,9.675475884,0.040824793
Brazil,specific,atmospheric chemistry & climatology,95.88470679,0.0170583
Chile,specific,atmospheric chemistry & climatology,20.8051579,0.019517034
Colombia,specific,atmospheric chemistry & climatology,7.150112203,0.019429653
Costa.Rica,specific,atmospheric chemistry & climatology,3.177408936,0.01736289
Cuba,specific,atmospheric chemistry & climatology,0.064910703,0.016227676
Ecuador,specific,atmospheric chemistry & climatology,4.603437556,0.016862409
El.Salvador,specific,atmospheric chemistry & climatology,0.027624527,0.003453066
Guatemala,specific,atmospheric chemistry & climatology,0.918664579,0.061244305
Honduras,specific,atmospheric chemistry & climatology,0.075698433,0.025232811
Jamaica,specific,atmospheric chemistry & climatology,0.000939188,0.000939188
Mexico,specific,atmospheric chemistry & climatology,33.23905605,0.014553002
Nicaragua,specific,atmospheric chemistry & climatology,0.007285974,0.007285974
Panama,specific,atmospheric chemistry & climatology,2.217626148,0.019978614
Paraguay,specific,atmospheric chemistry & climatology,0.265351652,0.008040959
Peru,specific,atmospheric chemistry & climatology,10.15698341,0.028611221
Uruguay,specific,atmospheric chemistry & climatology,3.350234492,0.022790711
Venezuela,specific,atmospheric chemistry & climatology,3.188173338,0.022294918
Argentina,specific,chemistry,43.61217453,0.025821299
Bahamas,specific,chemistry,0.003774094,0.003774094
Belize,specific,chemistry,1.995066149,0.027329673
Bolivia,specific,chemistry,2.150769958,0.009074979
Brazil,specific,chemistry,182.5890556,0.032483376
Chile,specific,chemistry,27.40523742,0.025708478
Colombia,specific,chemistry,11.29666339,0.030697455
Costa.Rica,specific,chemistry,3.618073725,0.019770895
Cuba,specific,chemistry,0.276410523,0.069102631
Ecuador,specific,chemistry,4.770809096,0.017475491
El.Salvador,specific,chemistry,0.118978498,0.014872312
Guatemala,specific,chemistry,0.208693864,0.013912924
Honduras,specific,chemistry,0.005018701,0.0016729
Jamaica,specific,chemistry,0.002347969,0.002347969
Mexico,specific,chemistry,64.11461811,0.028071199
Nicaragua,specific,chemistry,0.021857923,0.021857923
Panama,specific,chemistry,1.682664516,0.01515914
Paraguay,specific,chemistry,0.359547146,0.010895368
Peru,specific,chemistry,7.262510631,0.020457776
Uruguay,specific,chemistry,3.174500553,0.021595242
Venezuela,specific,chemistry,4.919100431,0.034399304
Argentina,methods,quantitative methods,192.9769665,0.114255161
Bahamas,methods,quantitative methods,0.013836478,0.013836478
Belize,methods,quantitative methods,7.020104193,0.096165811
Bolivia,methods,quantitative methods,31.07230491,0.131106772
Brazil,methods,quantitative methods,733.4690889,0.130487296
Chile,methods,quantitative methods,150.7850781,0.141449417
Colombia,methods,quantitative methods,44.12621641,0.119908197
Costa.Rica,methods,quantitative methods,28.58347363,0.156193845
Cuba,methods,quantitative methods,0.459661446,0.114915361
Ecuador,methods,quantitative methods,33.9713508,0.124437182
El.Salvador,methods,quantitative methods,2.15330703,0.269163379
Guatemala,methods,quantitative methods,1.39705322,0.093136881
Honduras,methods,quantitative methods,0.014489054,0.004829685
Jamaica,methods,quantitative methods,0.000389257,0.000389257
Mexico,methods,quantitative methods,285.373214,0.124944489
Nicaragua,methods,quantitative methods,0.002207506,0.002207506
Panama,methods,quantitative methods,18.91161831,0.17037494
Paraguay,methods,quantitative methods,3.677946283,0.111452918
Peru,methods,quantitative methods,39.78222054,0.112062593
Uruguay,methods,quantitative methods,20.16651634,0.137187186
Venezuela,methods,quantitative methods,17.73138352,0.123995689
Argentina,methods,statistical modeling,61.63586886,0.036492522
Bahamas,methods,statistical modeling,0.001257862,0.001257862
Belize,methods,statistical modeling,1.767222697,0.02420853
Bolivia,methods,statistical modeling,7.679029629,0.032400969
Brazil,methods,statistical modeling,246.1574357,0.043792463
Chile,methods,statistical modeling,52.8260409,0.049555385
Colombia,methods,statistical modeling,19.56533117,0.053166661
Costa.Rica,methods,statistical modeling,5.298125349,0.028951505
Cuba,methods,statistical modeling,0.028102631,0.007025658
Ecuador,methods,statistical modeling,16.08127057,0.058905753
El.Salvador,methods,statistical modeling,0.114514237,0.01431428
Guatemala,methods,statistical modeling,0.386108722,0.025740581
Honduras,methods,statistical modeling,0.035681797,0.011893932
Jamaica,methods,statistical modeling,0.004281822,0.004281822
Mexico,methods,statistical modeling,83.86883438,0.036720155
Nicaragua,methods,statistical modeling,0.002207506,0.002207506
Panama,methods,statistical modeling,5.591149806,0.050370719
Paraguay,methods,statistical modeling,0.605957144,0.018362338
Peru,methods,statistical modeling,13.04552632,0.036747961
Uruguay,methods,statistical modeling,6.497622067,0.044201511
Venezuela,methods,statistical modeling,5.454171398,0.038141059
Argentina,methods,statistics,265.2807038,0.157063768
Bahamas,methods,statistics,0.011320755,0.011320755
Belize,methods,statistics,9.425133223,0.129111414
Bolivia,methods,statistics,24.29117173,0.102494395
Brazil,methods,statistics,769.0954017,0.136825369
Chile,methods,statistics,119.5929668,0.112188524
Colombia,methods,statistics,49.90628429,0.135614903
Costa.Rica,methods,statistics,19.44396696,0.106251186
Cuba,methods,statistics,0.026920351,0.006730088
Ecuador,methods,statistics,36.87403855,0.135069738
El.Salvador,methods,statistics,0.540646623,0.067580828
Guatemala,methods,statistics,1.801358367,0.120090558
Honduras,methods,statistics,0.449179132,0.149726377
Jamaica,methods,statistics,0.015959517,0.015959517
Mexico,methods,statistics,243.0294566,0.106405191
Nicaragua,methods,statistics,0.011037528,0.011037528
Panama,methods,statistics,20.71576372,0.186628502
Paraguay,methods,statistics,4.321789171,0.130963308
Peru,methods,statistics,28.45993302,0.080168825
Uruguay,methods,statistics,25.16737816,0.171206654
Venezuela,methods,statistics,15.04172109,0.105186861
Argentina,methods,water sampling,266.8023512,0.157964684
Bahamas,methods,water sampling,0.479245283,0.479245283
Belize,methods,water sampling,13.96261764,0.191268735
Bolivia,methods,water sampling,33.39758933,0.140918098
Brazil,methods,water sampling,907.6674319,0.161477928
Chile,methods,water sampling,124.0181382,0.116339717
Colombia,methods,water sampling,45.69946341,0.124183324
Costa.Rica,methods,water sampling,33.08135215,0.180772416
Cuba,methods,water sampling,1.501644526,0.375411131
Ecuador,methods,water sampling,32.44807821,0.118857429
El.Salvador,methods,water sampling,0.651957439,0.08149468
Guatemala,methods,water sampling,2.420795844,0.16138639
Honduras,methods,water sampling,0.152871153,0.050957051
Jamaica,methods,water sampling,0.004281822,0.004281822
Mexico,methods,water sampling,381.7951806,0.167160762
Nicaragua,methods,water sampling,0.607064018,0.607064018
Panama,methods,water sampling,14.3705237,0.129464178
Paraguay,methods,water sampling,3.733248182,0.113128733
Peru,methods,water sampling,39.47251987,0.111190197
Uruguay,methods,water sampling,15.39487803,0.104727061
Venezuela,methods,water sampling,34.94343735,0.244359702
Argentina,methods,community studies,39.20978066,0.02321479
Bahamas,methods,community studies,0.001257862,0.001257862
Belize,methods,community studies,7.196784484,0.098586089
Bolivia,methods,community studies,36.81746228,0.155347942
Brazil,methods,community studies,228.8001744,0.040704532
Chile,methods,community studies,41.81222058,0.039223471
Colombia,methods,community studies,35.52574218,0.096537343
Costa.Rica,methods,community studies,16.6720016,0.091103834
Cuba,methods,community studies,0.032788729,0.008197182
Ecuador,methods,community studies,37.48022398,0.137290198
El.Salvador,methods,community studies,0.330210425,0.041276303
Guatemala,methods,community studies,1.355339587,0.090355972
Honduras,methods,community studies,1.158102195,0.386034065
Jamaica,methods,community studies,0.065784352,0.065784352
Mexico,methods,community studies,147.3939782,0.064533265
Nicaragua,methods,community studies,0.002207506,0.002207506
Panama,methods,community studies,2.870457892,0.025859981
Paraguay,methods,community studies,4.708874032,0.142693152
