"","country","topic","sum","prop"
"1","Argentina","air quality",5.16472675386258,0.00305786071868714
"2","Bahamas","air quality",0.000106643915964594,0.000106643915964594
"3","Belize","air quality",0.200427425241556,0.00274558116769255
"4","Bolivia","air quality",1.05802612787981,0.00446424526531564
"5","Brazil","air quality",28.7757500750118,0.00511932931418107
"6","Chile","air quality",6.08079825976527,0.00570431356450776
"7","Colombia","air quality",1.35312819949182,0.00367697880296691
"8","Costa.Rica","air quality",1.38445875441771,0.00756534838479623
"9","Cuba","air quality",0.00803172493384518,0.00200793123346129
"10","Ecuador","air quality",0.792089246728183,0.00290142581219115
"11","El.Salvador","air quality",0.00402039697951906,0.000502549622439883
"12","Guatemala","air quality",0.0181783450128432,0.00121188966752288
"13","Honduras","air quality",0.000698469822721211,0.000232823274240404
"14","Jamaica","air quality",0.000389559797428905,0.000389559797428905
"15","Mexico","air quality",11.730219173802,0.00513582275560507
"16","Nicaragua","air quality",0.000855431993156544,0.000855431993156544
"17","Panama","air quality",0.191041180284253,0.00172109171427255
"18","Paraguay","air quality",0.0265301434132488,0.000803943739795417
"19","Peru","air quality",1.01247856555976,0.00285205229735143
"20","Uruguay","air quality",0.529221670890278,0.0036001474210223
"21","Venezuela","air quality",2.14710558438329,0.0150147243663167
"22","Argentina","seasonal variability",8.06633281225007,0.00477580391489051
"23","Bahamas","seasonal variability",0.00266609789911486,0.00266609789911486
"24","Belize","seasonal variability",0.561423087634232,0.00769072722786619
"25","Bolivia","seasonal variability",3.11713346954626,0.0131524618968197
"26","Brazil","seasonal variability",52.0042022317804,0.00925177054470387
"27","Chile","seasonal variability",4.16374637079374,0.00390595344352133
"28","Colombia","seasonal variability",3.00679757239989,0.00817064557717361
"29","Costa.Rica","seasonal variability",2.86391517259642,0.0156498096863193
"30","Cuba","seasonal variability",0.0324689480866044,0.0081172370216511
"31","Ecuador","seasonal variability",2.06797020410157,0.00757498243260649
"32","El.Salvador","seasonal variability",0.183213357033028,0.0229016696291285
"33","Guatemala","seasonal variability",0.107317674546508,0.00715451163643388
"34","Honduras","seasonal variability",0.0185611548371728,0.00618705161239092
"35","Jamaica","seasonal variability",0.000389559797428905,0.000389559797428905
"36","Mexico","seasonal variability",17.4520702640135,0.00764101149913025
"37","Nicaragua","seasonal variability",0.000855431993156544,0.000855431993156544
"38","Panama","seasonal variability",3.48034165109946,0.0313544292891843
"39","Paraguay","seasonal variability",0.296757312853437,0.00899264584404354
"40","Peru","seasonal variability",2.3786745041765,0.00670049156106057
"41","Uruguay","seasonal variability",0.509874606486818,0.00346853473800557
"42","Venezuela","seasonal variability",2.20643788273811,0.0154296355436231
"43","Argentina","plants",35.7788738656697,0.0211834658766546
"44","Bahamas","plants",0.00426575663858377,0.00426575663858377
"45","Belize","plants",0.908074818816235,0.0124393810796745
"46","Bolivia","plants",1.77773044123203,0.00750097232587354
"47","Brazil","plants",91.1917572751726,0.0162234046033041
"48","Chile","plants",20.6358210336094,0.0193581810821852
"49","Colombia","plants",6.16103517090135,0.0167419433991885
"50","Costa.Rica","plants",4.26388764498349,0.0232999324862486
"51","Cuba","plants",0.00959108739432226,0.00239777184858056
"52","Ecuador","plants",3.05366375090171,0.0111855815051345
"53","El.Salvador","plants",0.05736773000842,0.0071709662510525
"54","Guatemala","plants",0.0736082179010924,0.0049072145267395
"55","Honduras","plants",0.309611723249313,0.103203907749771
"56","Jamaica","plants",0.000779119594857811,0.000779119594857811
"57","Mexico","plants",36.9458624587935,0.0161759467858115
"58","Nicaragua","plants",0.00171086398631309,0.00171086398631309
"59","Panama","plants",6.63368406570425,0.0597629195108491
"60","Paraguay","plants",0.068003374455249,0.00206070831682573
"61","Peru","plants",2.54263598934857,0.00716235489957344
"62","Uruguay","plants",1.40927433353216,0.00958690022810994
"63","Venezuela","plants",5.03616089731027,0.0352179083727991
"64","Argentina","fauna",34.4850973402416,0.0204174643814337
"65","Bahamas","fauna",0.00287938573104404,0.00287938573104404
"66","Belize","fauna",2.94563011571245,0.040351097475513
"67","Bolivia","fauna",3.53785780221007,0.0149276700515193
"68","Brazil","fauna",107.424874094936,0.01911134568492
"69","Chile","fauna",13.0218231836727,0.0122155939809312
"70","Colombia","fauna",13.7428769498456,0.0373447743202326
"71","Costa.Rica","fauna",3.56788020188928,0.019496613125078
"72","Cuba","fauna",0.0117633107772542,0.00294082769431356
"73","Ecuador","fauna",3.10843373672999,0.0113862041638461
"74","El.Salvador","fauna",0.0198206687877319,0.00247758359846649
"75","Guatemala","fauna",0.60828703132768,0.0405524687551787
"76","Honduras","fauna",0.0107534677382661,0.00358448924608872
"77","Jamaica","fauna",0.00376574470847942,0.00376574470847942
"78","Mexico","fauna",34.5879147528677,0.0151435703821662
"79","Nicaragua","fauna",0.00598802395209581,0.00598802395209581
"80","Panama","fauna",2.04068615821089,0.0183845599838819
"81","Paraguay","fauna",0.146774182654529,0.0044477025046827
"82","Peru","fauna",6.64145922463642,0.0187083358440463
"83","Uruguay","fauna",4.8293945809717,0.0328530243603517
"84","Venezuela","fauna",2.30215408043531,0.0160989795834637
"85","Argentina","chemistry",94.2953159820125,0.0558290799183023
"86","Bahamas","chemistry",0.096192812200064,0.096192812200064
"87","Belize","chemistry",3.30655658232994,0.0452952956483553
"88","Bolivia","chemistry",7.33738917392792,0.0309594479912571
"89","Brazil","chemistry",278.563686438012,0.0495576741572695
"90","Chile","chemistry",46.1415939626196,0.0432847973382923
"91","Colombia","chemistry",15.6817681042086,0.0426135002831754
"92","Costa.Rica","chemistry",6.19691835213907,0.0338629418149676
