"","country","topic","sum","prop"
"1","Argentina","oceanography",124.157648544383,0.0735095610091077
"2","Bahamas","oceanography",0.00187617260787993,0.00187617260787992
"3","Belize","oceanography",7.97283810243589,0.109216960307341
"4","Bolivia","oceanography",17.6514875035204,0.0744788502258246
"5","Brazil","oceanography",353.483868945741,0.0628862958451771
"6","Chile","oceanography",140.645108681956,0.131937250170691
"7","Colombia","oceanography",26.0383352759184,0.0707563458584739
"8","Costa.Rica","oceanography",15.3328529738066,0.0837860818240799
"9","Cuba","oceanography",0.374375462468844,0.0935938656172109
"10","Ecuador","oceanography",21.38705217086,0.0783408504427108
"11","El.Salvador","oceanography",0.4790730805423,0.0598841350677875
"12","Guatemala","oceanography",1.12055446459047,0.0747036309726982
"13","Honduras","oceanography",0.444547516978938,0.148182505659646
"14","Jamaica","oceanography",0.808917197452229,0.808917197452229
"15","Mexico","oceanography",187.207752995368,0.0819648655846619
"16","Nicaragua","oceanography",0.00813008130081301,0.00813008130081301
"17","Panama","oceanography",13.4683885695955,0.12133683396032
"18","Paraguay","oceanography",1.5063890032285,0.045648151612985
"19","Peru","oceanography",64.7377488357946,0.182359855875478
"20","Uruguay","oceanography",18.7401196125434,0.12748380688805
"21","Venezuela","oceanography",9.42248308711346,0.0658914901196746
"22","Argentina","groundwater flow",86.679977575366,0.0513202945976116
"23","Bahamas","groundwater flow",0.00187617260787993,0.00187617260787992
"24","Belize","groundwater flow",3.48459497821733,0.047734177783799
"25","Bolivia","groundwater flow",8.41742480381622,0.035516560353655
"26","Brazil","groundwater flow",319.531473392076,0.0568460191055108
"27","Chile","groundwater flow",66.7155750294614,0.0625849671946167
"28","Colombia","groundwater flow",22.7225349491067,0.0617460188834422
"29","Costa.Rica","groundwater flow",10.535467702978,0.0575708617649072
"30","Cuba","groundwater flow",0.0775073842830643,0.0193768460707661
"31","Ecuador","groundwater flow",14.8892975417219,0.0545395514348789
"32","El.Salvador","groundwater flow",0.811789297838952,0.101473662229869
"33","Guatemala","groundwater flow",1.03114853851993,0.0687432359013286
"34","Honduras","groundwater flow",0.0329750538548868,0.0109916846182956
"35","Jamaica","groundwater flow",0.00636942675159236,0.00636942675159236
"36","Mexico","groundwater flow",135.625839599284,0.0593808404550278
"37","Nicaragua","groundwater flow",0.00813008130081301,0.00813008130081301
"38","Panama","groundwater flow",4.03854124498754,0.0363832544593472
"39","Paraguay","groundwater flow",0.874328943817188,0.0264948164793087
"40","Peru","groundwater flow",21.9148763082166,0.0617320459386382
"41","Uruguay","groundwater flow",5.10041366221637,0.0346966915797032
"42","Venezuela","groundwater flow",6.91308336635448,0.0483432403241572
"43","Argentina","solar radiation",90.5412500481964,0.0536064239480144
"44","Bahamas","solar radiation",0.125703564727955,0.125703564727955
"45","Belize","solar radiation",3.15428564256195,0.0432093923638623
"46","Bolivia","solar radiation",8.57416057533988,0.0361778927229531
"47","Brazil","solar radiation",286.025564110642,0.0508851741879811
"48","Chile","solar radiation",63.7627286753048,0.0598149424721434
"49","Colombia","solar radiation",16.9673156355532,0.0461068359661771
"50","Costa.Rica","solar radiation",7.35552710151831,0.0401941371667667
"51","Cuba","solar radiation",0.0830332668333549,0.0207583167083387
"52","Ecuador","solar radiation",11.5664152844689,0.0423678215548312
"53","El.Salvador","solar radiation",0.253059212722913,0.0316324015903641
"54","Guatemala","solar radiation",0.276990105785284,0.0184660070523522
"55","Honduras","solar radiation",0.0641131241606438,0.0213710413868813
"56","Jamaica","solar radiation",0.00636942675159236,0.00636942675159236
"57","Mexico","solar radiation",120.813471065349,0.0528955652650388
"58","Nicaragua","solar radiation",0.0569105691056911,0.0569105691056911
"59","Panama","solar radiation",5.14114769049273,0.0463166458602949
"60","Paraguay","solar radiation",0.561137949067501,0.0170041802747728
"61","Peru","solar radiation",11.2209270840143,0.0316082453070824
"62","Uruguay","solar radiation",7.36016494955126,0.0500691493166752
"63","Venezuela","solar radiation",8.23683839349387,0.0576002684859711
"64","Argentina","watershed hydrolgical processes",63.5617744403752,0.0376327853406603
"65","Bahamas","watershed hydrolgical processes",0.00437773608505316,0.00437773608505316
"66","Belize","watershed hydrolgical processes",2.67511099467458,0.0366453560914326
"67","Bolivia","watershed hydrolgical processes",8.84862641792888,0.0373359764469573
"68","Brazil","watershed hydrolgical processes",290.107130527709,0.0516113023532661
"69","Chile","watershed hydrolgical processes",55.010847514874,0.051604922621833
"70","Colombia","watershed hydrolgical processes",21.6006071100948,0.0586973019296053
"71","Costa.Rica","watershed hydrolgical processes",15.6839005308391,0.0857043744854596
"72","Cuba","watershed hydrolgical processes",0.246974656232943,0.0617436640582357
"73","Ecuador","watershed hydrolgical processes",32.0753215491669,0.117492020326619
"74","El.Salvador","watershed hydrolgical processes",0.983024197792191,0.122878024724024
"75","Guatemala","watershed hydrolgical processes",1.0747518286801,0.0716501219120066
"76","Honduras","watershed hydrolgical processes",0.356178977174009,0.11872632572467
"77","Jamaica","watershed hydrolgical processes",0.00636942675159236,0.00636942675159236
"78","Mexico","watershed hydrolgical processes",91.7451922960625,0.040168648115614
"79","Nicaragua","watershed hydrolgical processes",0.0569105691056911,0.0569105691056911
"80","Panama","watershed hydrolgical processes",14.9842141034628,0.134992919851016
"81","Paraguay","watershed hydrolgical processes",1.72416433020248,0.0522474039455297
"82","Peru","watershed hydrolgical processes",18.1097201443336,0.0510132961812214
"83","Uruguay","watershed hydrolgical processes",8.75403942072574,0.0595512885763655
"84","Venezuela","watershed hydrolgical processes",5.50401562158768,0.0384896197313824
"85","Argentina","salt water",52.1181376636895,0.030857393524979
